District,Block,School_ID,School_Name,Overall_Growth_pct,Girls_Growth_pct,Boys_Growth_pct,All_Reasons_Detected,Primary_Reason,Confidence_Level,Classes_Affected,Genders_Affected
MIRZAPUR,MAJHAWA,9691005503,GOVT. HIGH SCHOOL GOTWAN,-15.22,0.0,-25.45,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour",Higher Education Transition Issue,HIGH,C9,Boys
MIRZAPUR,MARIHAN,9691101104,"GOVT. HIGH SCHOOL, RAIKARA",-22.06,-10.81,-35.48,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour",Higher Education Transition Issue,HIGH,"C9, C10","Girls, Boys"
MIRZAPUR,MARIHAN,9691106903,GOVT. U.M.V. BELAHARA,-11.17,-5.32,-17.02,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour",Higher Education Transition Issue,HIGH,C9,"Girls, Boys"
MIRZAPUR,NAGAR,9691409809,GOVT. HIGH SCHOOL BHARUHANA,-10.33,-4.81,-17.5,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour",Higher Education Transition Issue,HIGH,"C9, C10","Girls, Boys"
MIRZAPUR,NAGAR,9691405703,"GOVT. HIGH SCHOOL, INDI, VEERSHAHPUR",-11.32,-9.7,-14.1,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary",Higher Education Transition Issue,HIGH,"C9, C10","Girls, Boys"
MIRZAPUR,NAGAR PALIKA,9691304906,GOVERNMENT INTER COLLEGE,-30.81,,-30.81,Undetermined,Undetermined,LOW,"C9, C10, C11, C12",Boys
MIRZAPUR,NAGAR PALIKA,9691301008,SW. KASHIRAM RAJKIYA BALIKA I.C.,-38.24,-38.24,,Undetermined,Undetermined,LOW,"C8, C9, C10, C11, C12",Girls
MIRZAPUR,NARAYANPUR,9690913502,G.G.I.C. CHUNAR,-18.49,-18.49,,Undetermined,Undetermined,LOW,"C8, C9, C10, C11, C12",Girls
MIRZAPUR,PAHARI,9690401106,GOVT. HIGH SCHOOL DATI,-42.33,-49.4,-35.0,"Social/Gender Barrier, Higher Education Transition Issue, Low Enrollment at Board Class Boundary",Social/Gender Barrier,HIGH,"C9, C10","Girls, Boys"
MIRZAPUR,PAHARI,9690405306,"SAMAJWADI ABHINAV VIDYALAYA, BHOJPUR PAHARI",-64.62,-56.52,-69.05,"Migration/Population Shift, Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour",Higher Education Transition Issue,HIGH,"C8, C9, C10","Girls, Boys"
MORADABAD,BHAGATPUR TANDA,9040200606,GOVERNMENT HIGH SCHOOL RANI NAGAL,-8.33,-22.22,33.33,"Social/Gender Barrier, Higher Education Transition Issue, Low Enrollment at Board Class Boundary",Social/Gender Barrier,HIGH,C10,Girls
MORADABAD,BHAGATPUR TANDA,9040200118,GOVERNMENT INTER COLLEGE,-31.54,-32.12,-31.07,Migration/Population Shift,Migration/Population Shift,MEDIUM,"C8, C9, C10, C12","Girls, Boys"
MORADABAD,CHAJLET,9042003603,GOVERNMENT HIGHER SECONDARY SCHOOL KUCHAWALI,-24.82,-1.67,-42.86,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour",Higher Education Transition Issue,HIGH,C10,"Girls, Boys"
MORADABAD,CHAJLET,9042002902,GOVERNMENT KANYA INTER COLLEGE MUDAKHERI,-24.66,-24.66,,Undetermined,Undetermined,LOW,"C9, C10, C11, C12",Girls
MORADABAD,CHAJLET,9042007613,GOVT INTER COLLEGE SALEMPUR,-51.88,-40.72,-60.98,"Migration/Population Shift, Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour",Higher Education Transition Issue,HIGH,"C9, C10, C11, C12","Girls, Boys"
MORADABAD,KUNDERKI,9040709710,GOVERNMENT KANYA INTER COLLEGE,-20.0,-20.0,,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary",Higher Education Transition Issue,HIGH,"C8, C11, C12",Girls
MORADABAD,KUNDERKI,9040700605,RAJKIYA BALIKA HIGH SCHOOL HUSSAINPUR CHIRAWALI,-38.46,-38.41,-38.55,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary",Higher Education Transition Issue,HIGH,"C9, C10","Girls, Boys"
MORADABAD,MORADABAD,9040800132,GOVT.INTER COLLEGE PAKBARA,-11.54,8.1,-25.87,"Higher Education Transition Issue, Economic/Child Labour, Upper Class Only Decline",Higher Education Transition Issue,HIGH,"C9, C10, C11, C12",Boys
MORADABAD,MORADABAD CITY BOYS,9041505401,GOVERNMENT INTER COLLEGE,-28.39,-18.55,-35.08,"Migration/Population Shift, Economic/Child Labour",Migration/Population Shift,MEDIUM,"C8, C9, C10","Girls, Boys"
MORADABAD,MUNDAPANDAY,9040903303,GOVT.HIGH SCHOOL VEERPUR BATIYAR,-10.84,-21.74,2.7,"Social/Gender Barrier, Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Infrastructure/External Shock",Social/Gender Barrier,HIGH,"C9, C10",Girls
MORADABAD,THAKURDWARA,9041201241,GOVT INTER COLLEGE THAKURDWARA,-22.22,-7.14,-25.86,"Migration/Population Shift, Economic/Child Labour",Migration/Population Shift,MEDIUM,"C8, C11, C12","Girls, Boys"
MORADABAD,THAKURDWARA,9041212602,GOVT.HIGH SCHOOL TANDA AFJAL,-22.58,-29.41,-14.29,"Social/Gender Barrier, Higher Education Transition Issue, Low Enrollment at Board Class Boundary",Social/Gender Barrier,HIGH,C9,"Girls, Boys"
MORADABAD,THAKURDWARA,9041201221,SHIV HARI GOVT. KANYA INTER CO,-17.92,-17.92,,Undetermined,Undetermined,LOW,"C8, C9, C10, C11",Girls
MUZAFFARNAGAR,BAGHRA,9020204408,GOVT.HIGHE SCHOOL KUTBI,-30.23,-6.9,-42.11,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour",Higher Education Transition Issue,HIGH,"C9, C10","Girls, Boys"
MUZAFFARNAGAR,BUDHANA,9020602508,GOVT INTER COLLEGE KALYANPUR,-12.57,2.5,-17.32,Economic/Child Labour,Economic/Child Labour,MEDIUM,"C9, C11",Boys
MUZAFFARNAGAR,BUDHANA,9020604805,GOVT INTER COLLEGE SAFIPUR PATTI    MUZAFFARNAGAR,-36.77,-16.98,-47.06,"Migration/Population Shift, Low Enrollment at Board Class Boundary, Economic/Child Labour",Low Enrollment at Board Class Boundary,HIGH,"C10, C11, C12","Girls, Boys"
MUZAFFARNAGAR,CHARTHAWAL,9020303907,GOVT INTER COLLEGE MUTHRA   MUZAFFARNAGAR,-47.27,-31.37,-61.02,"Migration/Population Shift, Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour",Higher Education Transition Issue,HIGH,"C8, C9, C10","Girls, Boys"
MUZAFFARNAGAR,JANSATH,9021205204,GOVT. HIGH SCHOOL HUSAINPUR KHADAR,-27.27,-38.3,0.0,"Social/Gender Barrier, Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Infrastructure/External Shock",Social/Gender Barrier,HIGH,C10,Girls
MUZAFFARNAGAR,KHATAULI,9021400115,GOVT.HIGH SCHOOL NAVLA,-41.15,-38.46,-45.33,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary",Higher Education Transition Issue,HIGH,"C9, C10","Girls, Boys"
MUZAFFARNAGAR,KHATAULI,9021400207,RAJKIYA KANYA INTER COLLEGE BHANISI,-9.46,-9.46,,Undetermined,Undetermined,LOW,"C8, C9, C10, C11",Girls
MUZAFFARNAGAR,MORNA,9021303815,GOVT INTER COLLEGE JAULI MORNA MUZAFFARNAGAR,-26.63,-14.94,-37.11,"Migration/Population Shift, Economic/Child Labour",Migration/Population Shift,MEDIUM,"C8, C9, C11, C12","Girls, Boys"
MUZAFFARNAGAR,MORNA,9021302706,PANDIT DEEN DAYAL UPADHYAY RAJKIYA INTER SIKANDERPUR MZN,-21.66,-18.39,-25.71,"Migration/Population Shift, Higher Education Transition Issue, Low Enrollment at Board Class Boundary",Higher Education Transition Issue,HIGH,"C8, C9, C11, C12","Girls, Boys"
MUZAFFARNAGAR,PURKAJI,9020404852,GOVT INTER COLLEGE PURKAJI MUZAFFARNAGAR,-24.95,-9.82,-42.74,"Migration/Population Shift, Economic/Child Labour",Migration/Population Shift,MEDIUM,"C9, C10, C11","Girls, Boys"
MUZAFFARNAGAR,PURKAJI,9020405205,GOVT. HIGH SCHOOL HARINAGAR,-13.37,-11.22,-15.38,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary",Higher Education Transition Issue,HIGH,C10,"Girls, Boys"
MUZAFFARNAGAR,PURKAJI,9020402209,GOVT.HIGH SCHOOL TEJALHERA,-40.48,-64.0,-5.88,"Social/Gender Barrier, Higher Education Transition Issue, Low Enrollment at Board Class Boundary",Social/Gender Barrier,HIGH,C9,"Girls, Boys"
MUZAFFARNAGAR,SADAR,9020100607,GOVT HIGH SCHOOL RAI,-36.17,-42.11,-32.14,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary",Higher Education Transition Issue,HIGH,"C9, C10","Girls, Boys"
MUZAFFARNAGAR,SADAR,9020102509,RAJKIYA HIGH SCHOOL JATMUJHERA,-11.49,-31.82,9.3,"Social/Gender Barrier, Higher Education Transition Issue, Low Enrollment at Board Class Boundary",Social/Gender Barrier,HIGH,"C9, C10",Girls
MUZAFFARNAGAR,SADAR [TOWN AREA],9021500266,GOVT. INTER COLLEGE MUZAFFARNAGAR,-30.1,108.11,-35.35,Economic/Child Labour,Economic/Child Labour,MEDIUM,"C9, C10, C11, C12",Boys
MUZAFFARNAGAR,SHAHPUR,9020500408,GOVT. HIGHSCHOOL DHINDHAVALI (SHAHPUR),-22.22,-37.5,8.33,"Social/Gender Barrier, Higher Education Transition Issue, Low Enrollment at Board Class Boundary",Social/Gender Barrier,HIGH,C10,Girls
PILIBHIT,AMARIA,9210108317,"GOVERNMENT INTER COLLEGE, AMARIA",-21.13,-10.71,-32.8,"Migration/Population Shift, Economic/Child Labour",Migration/Population Shift,MEDIUM,"C9, C10, C11","Girls, Boys"
PILIBHIT,AMARIA,9210106405,PANDIT DEEN DAYAL UPADHYAY GOVERNMENT MODEL INTER COLLEGE BADHEPURA AMARIA PILIBIHT,-28.09,-31.17,-25.74,"Migration/Population Shift, Higher Education Transition Issue, Low Enrollment at Board Class Boundary",Higher Education Transition Issue,HIGH,"C9, C10, C12","Girls, Boys"
PILIBHIT,BARKHERA,9210204408,"GOVERNMENT GIRLS  INTER COLLAGE, BARKHERA",-20.72,-20.72,,Undetermined,Undetermined,LOW,"C10, C11, C12",Girls
PILIBHIT,BILSANDA,9210404227,"GOVERNMENT GIRLS INTER COLLEGE, BILASANDA",-10.22,-10.22,,Undetermined,Undetermined,LOW,"C9, C10, C11",Girls
PILIBHIT,BILSANDA,9210402904,GOVERNMENT HIGH SCHOOL ILAHABAS SIMRA,-13.33,0.0,-24.0,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour",Higher Education Transition Issue,HIGH,"C9, C10",Boys
PILIBHIT,BILSANDA,9210400606,GOVERNMENT HIGH SCHOOL INTGAWN BILSANDA,-17.49,-10.17,-23.45,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour",Higher Education Transition Issue,HIGH,C10,"Girls, Boys"
PILIBHIT,BILSANDA,9210404504,GOVERNMENT HIGH SCHOOL JAMUNIYA MAHUA,-5.41,-20.51,11.43,"Social/Gender Barrier, Higher Education Transition Issue, Low Enrollment at Board Class Boundary",Social/Gender Barrier,HIGH,"C9, C10",Girls
PILIBHIT,BISALPUR,9210304404,GOVERNMENT HIGH SCHOOL KHANKA BISALPUR PILIBHIT,-45.02,-36.11,-51.75,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour",Higher Education Transition Issue,HIGH,"C9, C10","Girls, Boys"
PILIBHIT,LALORIKHERA,9210507006,GOVERNMENT INTER COLLEGE PAUTA KALAN LALORIKHERA,-9.31,-20.98,1.87,"Social/Gender Barrier, Low Enrollment at Board Class Boundary",Social/Gender Barrier,HIGH,"C8, C9, C10",Girls
PILIBHIT,MARORI,9210600603,GOVERNMENT HIGH SCHOOL MAHOF CALONY MARORI PILIBHIT,-33.33,-48.28,-12.2,"Social/Gender Barrier, Higher Education Transition Issue, Low Enrollment at Board Class Boundary",Social/Gender Barrier,HIGH,C10,"Girls, Boys"
PILIBHIT,MARORI,9210600814,GOVERNMENT INTER COLLEGE NEORIA MARORI,-33.33,-28.57,-33.59,"Migration/Population Shift, Low Enrollment at Board Class Boundary, Infrastructure/External Shock",Migration/Population Shift,MEDIUM,"C9, C10, C11, C12","Girls, Boys"
PILIBHIT,N. P. PILIBHIT,9210904268,DRAMOUND GOVERNMENT INTER COLLEGE PILIBHIT,-19.91,,-20.06,Undetermined,Undetermined,LOW,"C9, C10, C11",Boys
PILIBHIT,N. P. PILIBHIT,9210904267,GOVERNMENT GIRLS INTER COLLEGE PILIBHIT,-10.71,-10.71,,Undetermined,Undetermined,LOW,"C9, C10, C11",Girls
PILIBHIT,PURANPUR,9210708942,GOVERNMENT GIRLS INTER COLLEGE PURANPUR,-30.89,-30.89,,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary",Higher Education Transition Issue,HIGH,"C8, C9, C10, C11, C12",Girls
PILIBHIT,PURANPUR,9210701303,GOVERNMENT HIGH SCHOOL KHIRKIYAN BARGADIYA PURANPUR PILIBH,-13.92,-35.9,7.5,"Social/Gender Barrier, Higher Education Transition Issue, Low Enrollment at Board Class Boundary",Social/Gender Barrier,HIGH,C10,Girls
PILIBHIT,PURANPUR,9210707902,"GOVERNMENT INTER COLLEGE, GABHIYA SAHRAI PURANPUR",-29.38,-22.25,-35.84,"Migration/Population Shift, Economic/Child Labour",Migration/Population Shift,MEDIUM,"C9, C10, C11, C12","Girls, Boys"
PRATAPGARH,BIHAR,9430305402,GOVT. GIRLS H.SEC. SCHOOL,-12.0,-12.0,,Undetermined,Undetermined,LOW,"C9, C10",Girls
PRATAPGARH,CITY(PRATAPGARH BELHA),9430401003,G I C PRATAPGARH,-17.38,,-17.38,Infrastructure/External Shock,Infrastructure/External Shock,MEDIUM,"C8, C9, C10, C11, C12",Boys
PRATAPGARH,CITY(PRATAPGARH BELHA),9430402706,GGIC,-10.66,-10.66,,Undetermined,Undetermined,LOW,"C8, C9, C10, C12",Girls
PRATAPGARH,KALAKANKER,9430607301,GGIC Manikpur,-25.0,-25.0,,Infrastructure/External Shock,Infrastructure/External Shock,MEDIUM,"C9, C10, C11, C12",Girls
PRATAPGARH,LALGANJ,9430803002,G G I C SITALMAU,-21.79,-21.79,,Infrastructure/External Shock,Infrastructure/External Shock,MEDIUM,"C8, C9, C10, C12",Girls
PRATAPGARH,LAXMANPUR,9430906409,GOVT. HIGHER SECONDRY SCHOOL,-6.84,-20.0,7.02,"Social/Gender Barrier, Higher Education Transition Issue, Low Enrollment at Board Class Boundary",Higher Education Transition Issue,HIGH,C10,Girls
PRATAPGARH,MANDHATA,9431004704,G H S S PURAILA,-9.78,-5.26,-12.96,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary",Higher Education Transition Issue,HIGH,C10,"Girls, Boys"
PRATAPGARH,MANDHATA,9431001101,GOVT. GIRLS INTER COLLEGE,-43.69,-43.69,,Undetermined,Undetermined,LOW,"C8, C9, C10, C11, C12",Girls
PRATAPGARH,PATTI,9431201004,GOVT H S SCHOOL KUKUWAR,-13.33,-10.84,-16.42,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary",Higher Education Transition Issue,HIGH,C9,"Girls, Boys"
PRATAPGARH,SADWA-CHANDRIKA,9431507205,GOVT. INTER COLLEGE,-32.76,-36.94,-27.82,"Migration/Population Shift, Low Enrollment at Board Class Boundary",Low Enrollment at Board Class Boundary,HIGH,"C8, C10, C12","Girls, Boys"
PRATAPGARH,SANGIPUR,9431407605,GOVT.GIRLS INTER COLLEGE,-22.48,-22.48,,"Low Enrollment at Board Class Boundary, Infrastructure/External Shock",Low Enrollment at Board Class Boundary,HIGH,"C10, C11, C12",Girls
PRATAPGARH,SHIVGARH,9431707903,GOVT. HIGHER SECONDRY SCHOOL HARNAHPUR,-12.5,-17.39,-8.0,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary",Higher Education Transition Issue,HIGH,C10,"Girls, Boys"
PRAYAGRAJ,CHAKA,9451306506,ABHINAV VIDYALAYA,-18.58,-18.58,-18.58,Migration/Population Shift,Migration/Population Shift,HIGH,"C8, C9, C10, C11, C12","Girls, Boys"
PRAYAGRAJ,CHAKA,9451300803,RAJKIYA U.M.V. MOHABBAT GANJ,-21.56,-25.27,-17.11,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary",Higher Education Transition Issue,HIGH,"C9, C10","Girls, Boys"
PRAYAGRAJ,HANDIA,9452002508,G.G.I.C. HANDIYA,-10.64,-10.64,,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary",Higher Education Transition Issue,HIGH,"C8, C10, C11, C12",Girls
PRAYAGRAJ,JASARA,9450301603,RAJKIYA U.M.V.PARVEJABAD,-8.0,-7.95,-8.05,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary",Higher Education Transition Issue,HIGH,"C9, C10","Girls, Boys"
PRAYAGRAJ,KORAON,9451010913,RAJKIYA U M VIDHYALAYA KHIRI KORAON PRAYAGRAJ,-20.0,-28.12,-9.46,"Social/Gender Barrier, Higher Education Transition Issue, Low Enrollment at Board Class Boundary",Social/Gender Barrier,HIGH,C9,"Girls, Boys"
PRAYAGRAJ,MANDA,9451606902,GOVT. INTER COLLEGE,-22.31,-15.19,-28.7,"Migration/Population Shift, Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour",Migration/Population Shift,HIGH,"C8, C9, C10, C11, C12","Girls, Boys"
PRAYAGRAJ,MANDA,9451604004,RAJKIYA U.M.V. DIGHIYA,-49.81,-26.13,-66.46,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour",Higher Education Transition Issue,HIGH,"C9, C10","Girls, Boys"
PRAYAGRAJ,NAGAR CHHETRA,9452200605,G.G.I.C. PHAPHAMAU,-21.75,-21.75,,Undetermined,Undetermined,LOW,"C8, C9, C10, C11, C12",Girls
PRAYAGRAJ,NAGAR CHHETRA,9452211107,GOVT. INTER COLLEGE,-25.37,,-25.37,Undetermined,Undetermined,LOW,"C8, C9, C10, C11, C12",Boys
PRAYAGRAJ,PHOOLPUR,9450601903,RAJKIYA U.M.V. NANDOUT,-9.71,-2.08,-16.36,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour",Higher Education Transition Issue,HIGH,"C9, C10","Girls, Boys"
PRAYAGRAJ,URUWA,9452101104,PT Deen Dayal Updhyay Rajkiya Madel School Somhan,-26.81,-23.65,-29.35,"Migration/Population Shift, Higher Education Transition Issue, Low Enrollment at Board Class Boundary",Higher Education Transition Issue,HIGH,"C9, C10, C11","Girls, Boys"
RAE BARELI,AMAWAN,9280207003,G.G.I.C. HARIYAWAN RAEBARELI,-15.17,-15.17,,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary",Higher Education Transition Issue,HIGH,"C9, C10, C11",Girls
RAE BARELI,CHHATOH,9282401707,GOV. GIRLS HIGHER SECONDERY CHHATOH,-33.33,-11.76,-85.71,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour",Higher Education Transition Issue,HIGH,"C9, C10","Girls, Boys"
RAE BARELI,GAURA,9281003801,"GOVT.GIRLS INTER COLLAGE, GURGUJ PUR",-13.35,-13.35,,Undetermined,Undetermined,LOW,"C9, C10, C11",Girls
RAE BARELI,HARCHANDPUR,9280302307,"G.G. HIGHER SECONDARY SCHOOL, PASCHIM GAON",-27.4,-5.26,-51.43,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour",Higher Education Transition Issue,HIGH,"C9, C10","Girls, Boys"
RAE BARELI,HARCHANDPUR,9280302402,"GOVT. INTER COLLAGE, TERA BAROULA",-23.84,-13.61,-33.55,"Migration/Population Shift, Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour",Higher Education Transition Issue,HIGH,"C8, C9, C10, C11","Girls, Boys"
RAE BARELI,MAHRAJGANJ,9280602902,"G.G.I.C. ATREHTA, MAHARAJGANJ",-17.35,-17.35,,Undetermined,Undetermined,LOW,"C8, C9, C10",Girls
RAE BARELI,MAHRAJGANJ,9280605708,GOVT. INTER COLLEGE,-14.24,-6.83,-20.91,"Migration/Population Shift, Economic/Child Labour",Migration/Population Shift,MEDIUM,"C8, C9, C10, C12","Girls, Boys"
RAE BARELI,NAGAR SHETRA (RBL),9282208604,GOVT. GIRLS INTER COLLEGE,-23.52,-23.52,,Undetermined,Undetermined,LOW,"C9, C10, C11, C12",Girls
RAE BARELI,NAGAR SHETRA (RBL),9282206102,SRI K.B. SHINHA GOVT. GIRLS INTER COLLEGE,-14.86,-14.86,,Undetermined,Undetermined,LOW,"C8, C9, C10, C12",Girls
RAE BARELI,ROHANIYA,9281201805,"GOVT. HIGHER SECONDARY SCHOOL, ROHANIYA",-25.21,-32.1,-10.53,"Social/Gender Barrier, Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Infrastructure/External Shock",Social/Gender Barrier,HIGH,C10,"Girls, Boys"
RAE BARELI,SALON,9282500701,GGIC SALON,-24.03,-24.03,,Undetermined,Undetermined,LOW,"C8, C9, C10, C11, C12",Girls
RAE BARELI,SALON,9282500105,RAJKIYE HIGH SCHOOL SOOCHI,-19.25,-16.72,-22.61,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Infrastructure/External Shock",Higher Education Transition Issue,HIGH,"C9, C10","Girls, Boys"
RAE BARELI,SHIVGARH,9280500703,"G.G.HIGHER SECONDARY SCHOOL, OSAAH",-20.93,-1.9,-39.09,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour",Higher Education Transition Issue,HIGH,"C9, C10","Girls, Boys"
RAMPUR,BILASPUR,9050211003,GOVT HSS AHRO BILASHPUR,-59.09,-51.35,-64.71,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour",Higher Education Transition Issue,HIGH,"C9, C10","Girls, Boys"
RAMPUR,BILASPUR,9050200102,GOVT HSS GAJRAULA BILASPUR,-9.8,18.6,-30.51,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour",Higher Education Transition Issue,HIGH,C9,Boys
RAMPUR,BILASPUR,9050233005,GOVT IC ASHOK NAGAR,-26.9,-21.84,-31.44,Migration/Population Shift,Migration/Population Shift,MEDIUM,"C9, C10, C11, C12","Girls, Boys"
RAMPUR,BILASPUR,9050211713,GOVT IC KEMRI,-25.15,-16.32,-31.57,"Migration/Population Shift, Economic/Child Labour",Migration/Population Shift,MEDIUM,"C8, C9, C10, C11","Girls, Boys"
RAMPUR,BILASPUR,9050209107,"GOVT INTER COLLEGE MANUNAGAR, BILASPUR",-19.64,12.0,-45.16,Economic/Child Labour,Economic/Child Labour,MEDIUM,"C9, C12",Boys
RAMPUR,MILAK,9050514917,"GOVT INTER COLLEGE, DHAMAURA, MILAK",-13.6,-5.38,-19.97,"Migration/Population Shift, Economic/Child Labour",Migration/Population Shift,HIGH,"C8, C9, C10, C11, C12","Girls, Boys"
RAMPUR,SHAHBAD,9050123004,GOVT GIRLS INTER COLLEGE PATWAI,-15.36,-15.36,,Undetermined,Undetermined,LOW,"C9, C10, C11, C12",Girls
RAMPUR,SHAHBAD,9050125507,GOVT INTER COLLEGE SHAHBAD,-21.81,47.96,-26.05,Economic/Child Labour,Economic/Child Labour,MEDIUM,"C9, C10, C11, C12",Boys
RAMPUR,SHAHBAD,9050122704,GOVT. I C REBDI KALAN,-10.61,-4.47,-14.85,Economic/Child Labour,Economic/Child Labour,MEDIUM,"C9, C10","Girls, Boys"
RAMPUR,SUAR,9050315823,GOVT GIRLS I C SUAR,-21.69,-21.69,,Undetermined,Undetermined,LOW,"C8, C9, C10, C12",Girls
RAMPUR,SUAR,9050305311,"GOVT INTER COLLEGE, TANDA BADLI, TANDA",-22.02,-35.16,5.79,"Social/Gender Barrier, Infrastructure/External Shock",Social/Gender Barrier,HIGH,"C8, C9, C10, C11, C12",Girls
RAMPUR,TOWN AREA RAMPUR,9050705613,GOVT GIRLS IC QILA RAMPUR,-54.93,-54.93,,Undetermined,Undetermined,LOW,"C8, C9, C10, C11, C12",Girls
RAMPUR,TOWN AREA RAMPUR,9050704510,GOVT HAMID IC RAMPUR,-19.83,,-19.83,"Low Enrollment at Board Class Boundary, Infrastructure/External Shock",Low Enrollment at Board Class Boundary,MEDIUM,"C8, C9, C10, C11, C12",Boys
RAMPUR,TOWN AREA RAMPUR,9050703906,GOVT RAZA IC RAM PUR,-13.75,,-18.62,"Higher Education Transition Issue, Upper Class Only Decline",Higher Education Transition Issue,HIGH,"C11, C12",Boys
RAMPUR,TOWN AREA RAMPUR,9050700515,GOVT ZULFEQAR  IC RAMPUR,-18.56,,-18.56,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary",Higher Education Transition Issue,HIGH,"C9, C10, C11, C12",Boys
RAMPUR,TOWN AREA RAMPUR,9050700514,GOVT ZULFEQAR GIRL IC RAM PUR,-9.36,-9.36,,Undetermined,Undetermined,LOW,"C9, C11, C12",Girls
SAHARANPUR,BALIA KHEDI,9010802912,RAJKIYA HIGH SCHOOL SABDALPUR,-46.09,-28.57,-62.71,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour",Higher Education Transition Issue,HIGH,"C9, C10","Girls, Boys"
SAHARANPUR,BALIA KHEDI,9010805402,RAMABAI RAJKIYA KANYA VIDHALAY,-12.7,-12.7,,Undetermined,Undetermined,LOW,"C9, C10, C11",Girls
SAHARANPUR,DEOBAND,9010506007,GOVT.HIGH SCHOOL DIVALHEDI,-25.0,-37.93,-5.26,"Social/Gender Barrier, Higher Education Transition Issue, Low Enrollment at Board Class Boundary",Social/Gender Barrier,HIGH,C10,"Girls, Boys"
SAHARANPUR,GANGOH,9010305905,GOVT. HIGH SCHOOL,-23.88,-27.03,-20.0,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary",Higher Education Transition Issue,HIGH,C9,"Girls, Boys"
SAHARANPUR,MUZAFFARABAD,9011214506,RAJKIY HIGH SCHOOL,-11.93,-16.67,-4.65,"Social/Gender Barrier, Higher Education Transition Issue, Low Enrollment at Board Class Boundary",Higher Education Transition Issue,HIGH,"C9, C10","Girls, Boys"
SAHARANPUR,NAGAL,9011101207,GOVT. HIGH SCHOOL KPOORI GOVINDPUR,-14.05,3.57,-29.23,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour",Higher Education Transition Issue,HIGH,"C9, C10",Boys
SAHARANPUR,NAKUR,9010105208,GOVT. INTER COLLEGE KAPURI,-23.41,1.75,-33.11,Economic/Child Labour,Economic/Child Labour,MEDIUM,"C8, C9, C10, C11",Boys
SAHARANPUR,NAKUR,9010106752,LALA INDARSEN GOVT GIRLS INTER COLLEGE,-17.82,-17.82,,Undetermined,Undetermined,LOW,"C9, C10",Girls
SAHARANPUR,NANAUTA,9010902802,GOVT. HIGH SHCOOL BHAWASI RAIPUR,-10.0,-15.0,-7.5,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary",Higher Education Transition Issue,HIGH,C9,"Girls, Boys"
SAHARANPUR,PUNWARKA,9011007604,"GOVT HIGH SCHOOL CHANDPUR, SRE",-26.47,0.0,-64.29,"Higher Education Transition Issue, Low Enrollment at Board Class Boundary, Economic/Child Labour",Higher Education Transition Issue,HIGH,"C9, C10",Boys
